,Date,Rating,Review,Temp,Sentiment
21,2018-11-02,4.0,"I had two friends visiting from out of town, and we wanted to do a special occasion group dinner. French cuisine was proposed...so we ended up at Boucherie, which impressed just as much as expected.The dinner atmosphere and decor was fantastic -- warm, intimate, classy, upscale, beautiful. The service was great for our table as well.Be prepared to splurge, since this place is definintely not cheap. Maybe save it for a special date or celebration. We ordered a round of champagne, which tasted perfect. Then we got the escargot to start, which was probably my favorite dish -- excellently done, and don't forget to dip the complimentary bread in the leftover butter/juice/sauce. Thinking about it now is making me salivate...Then, per our waiter's recommendation, we all ordered either a meat or fish dish: two brazinos, one lamb chop, one steak, and one duck confit. Everything was beautifully plated (especially the lamb) and, I think, well-liked around the table. I can only speak to the duck confit specifically, but it was delicious and solidly portioned. Of course, we then couldn't leave without getting some desserts to share. My favorite was definitely the profiteroles -- highly recommend. The other two (pistachio bombe glacee and mousse au chocolat) were good but forgettable.All in all, great dining experience. Even though the meal ended up being supremely expensive (part of that was on us and how we ordered though...), the food, ambience, and mood were worth it for the special celebration.",18.40666666666667,0.3647235023041475
22,2018-11-01,4.0,"We stumbled into this place after attempting to survive the stampede of the Halloween day parade. The manager and hostess were very friendly and accommodating. The prices are on a higher end, but you do get very well prepared food. For the appetizer we ordered escargot, mussels, and frog legs. The mussels were especially exceptional with mushrooms and thick bacon. I must say that the escargot was much larger in size and quantity than usual. For entrees we got the seafood squid ink linguini, duck confit, steak frites, and organic chicken dish. The steak was spiced very well, but it was tad bit overcooked. They gave us an extra escargot dish because we waited for a long time. We didn't ask for it or complained, but it was a nice touch. The drinks were interesting, but one of the drinks tasted like a perfume in an unpleasant way. The waiter was friendly, but he was rushed due to the quantity of people and what appeared to be short staffing. He was also slightly ill informed about the detailed of the food. He didn't know the amount of frog legs in the apetizer and told us it's two frog legs in a dish, and we ordered two sets. He was concerned egnouth to find out that 6 legs come in the dish, and we canceled one order. The dessert was out of this world. We had some sort of pistachio icecream that gets dark chocolate poured over it tableside. Profiteroles with icecream were amazing as well. So my only complaints were flagging the waiter and hunting him down due to short staffing, and long wait for food. I felt like considering the large size of the restaurant they can expect a large amount of people at any given time, and that should be reflected in the amount of people in the kitchen and amount of waiters. However, the food was excellent and I highly recomend it if your in the area. Price wise, it's the city so nothing to complain about.",18.40666666666667,0.10289442039442041
23,2018-10-30,5.0,"Had my birthday dinner at this restaurant. Food was amazing, staff were super friendly and fun. I got a book signed as a birthday gift at the end of dinner. Memorable night!",18.40666666666667,0.44666666666666666
24,2018-10-30,5.0,"This location is better than Boucherie Park due to its more intimate and homey vibe. You can enjoy a nice meal with friends or with a significant other without feeling rushed or being too close to a neighboring table. The staff is also really attentive and comes by ever so often to check up on you so it's a great place for a date with minimal interruption.Franco Mexican War -  a neat drink that had a bit of a smokey kick to it. Perfect for someone looking for something light but not sweet/fruity.Steak Tartare - Even if you're not a fan of raw meat, you should give this dish a try. It's one of their signature dishes and it's packed full of flavor! The quail egg was a nice touch as you can drop the egg into the dish before mixing it in! Salade Nicoise - This app was big enough for two people to share and is a good alternative for the healthy eaters out there. I didn't get a chance to try it in Nice, France and was delighted to see it on the menu.Faux-Filet Bercy - This dish was better than the Tomahawk in my opinion. The steak was cooked perfectly. The outside had a bit of a crisp while the inside maintained a juicy yet tender medium rare center. No need for any sauce as it was good on its own!Profiteroles - The best part of the meal! It's a fun dessert to share due to its construction/texture. The chocolate covered cream puffs were soft. The ice cream along with the chocolate syrup was slightly melted so you could dig right in! No need to wait! Presentation of the dish was on par, and I highly recommend it!",18.40666666666667,0.3428781803781804
25,2018-10-30,5.0,"Decided to give this place another shot and I am glad that I did. Our waiter, Sidi, was amazing. The mushroom appetizer was absolutely delicious. We also had the lobster and steak frites which was great. I had one of the best desserts I have ever had in the pistachio bombe which I highly recommend. Boucherrie is a gem in this city.",18.40666666666667,0.6766666666666667
26,2018-10-29,5.0,Delicious meal in a really pretty venue. Grabbed dinner before Stomp and loved everything (escargot!). Wait staff was very friendly and the wine list was great.,18.40666666666667,0.6824999999999999
27,2018-10-25,3.0,"Nice settings But extremely slow to a level that we had to complain. The rib eye for two was good to very good. However the rest of the food was oily, untasted The sommelier lacks professionalism.",18.40666666666667,0.4774999999999999
28,2018-10-25,5.0,"When coming in, it's hard to tell that this is actually a very upscale restaurant. However, it is! The food covers the typical high-end french cosine while at the same time having the kind of items you'd find at a fancy steak house.Overall, the food was delicious and the service was exceptional. The food & service was head and shoulders above almost any other restaurant in this category. Highly recommended.",18.40666666666667,0.1903030303030303
29,2018-10-25,5.0,"You know I can say that I have never eaten at a french restaurant before.My impressions were that it was all duck entrees or funky euro-salads. And of course that ""snail"" dish. But after eating here all I can say is:Donnez-moi plus s'il vous plaît! (thank you google translate).I came in for an early dinner with my brother and two friends. The large and beautiful architecture inside made a casual dining space seem more elegant.Right off the bat the waiters were pouring us water and giving us drink menus to peruse. Call me old-fashioned, but I went with the Boucherie Old Fashioned (my puns rock!) and was not disappointed. Lets get onto the good stuff - the food. Here's where the Boucherie immediately won me over. Our group ordered four different appetizers all that were delicious.The Steak Tartare was mixed very well and put together with the shallots and capers was a table favorite. The Mousse de Foie Gras was a very rich liver of goose that really surprised me with its taste. The large piece we got was quickly scooped off the plate by my fellow table-mates.Who can forget the Salad! The Salade Nicoise had we seasoned and served pan seared tuna ahi tuna on the top that fulfilled the sea-food quota for the night.Onto the Escargots.. I admit I actually wanted to pass on this. But my friend Gennady (ever the adventurous eater) insisted on it. I'll admit the way they served it made it look pretty enticing. The  12-pieces of Snails were baked without the shell and cooked inside Garlic and Shallots. While I don't think I would be a regular consumer of Escargots, it wasn't as bad as I thought. I'd describe it as a bit rubbery with a nice garlicky butter taste.Hey, when your in a French spot, why not?For my main course after some big-time pondering over the steaks, i went with the Cotelettes D'Ageanu Romarin (damn I wish I could pronounce these words!) aka the Rack of Lamb. And man did they NAIL it. I went with it cooked Medium, and even though it may have came a little more on the medium-rare side each juicy bite was a taste of something special. The side of roasted new potatoes and heirloom carrots provided a healthy and photogenic spread of veggies to indulge in. This was the best roast of lamb I've eaten all year, if ever.Lets not forget about Dessert. Our table split two deserts of Chocolate Mousse and the Creme Brullet. Both were generously covered in whipped cream and strawberries. They could do no wrong this evening, as both were rich in flavor and taste. It hit the spot :).The service the entire night was on point. When I needed a drink the waiter was close-by, and despite getting busier closer to 7 pm the food all came out in a more than reasonable period.Look: it's not a cheap place by any means. But when you get great food , service, and decor all one spot it's worth every penny.Bien joué Boucherie. Bien joué.",18.40666666666667,0.2600494743351886
30,2018-10-23,5.0,"Classic French fare, well prepared.  Warm and inviting ambience.   Very friendly and accommodating servers and staff.   It's all good at Boucherie!",18.40666666666667,0.4258333333333333
31,2018-10-23,5.0,"I came here on invitation from the manager as a follow up to their sister restaurant Olio e Piú.  It is a much larger restaurant than the former and the inside architecture is beautiful.We were treated graciously by the staff to two appetizers, two drinks, two entrees , and we opted to only go with 1 desert at the end.  I enjoyed the Boucherie Sazerac as a sweet liquorish like absinthe cocktail.  My girlfriend opted for the Gewurztraminer as a lightly sweet white wine.For starters we opted for the mussels and steak tartare.  The mussels were fresh and the sauce was a sweet white wine that went well with the crispy baguette slices.The steak tartare was delicious and well balanced with spices and fresh onion.  Our main dishes were the rack of lamb and the filet mignon with truffle butter. At first glance the rack of lamb is beautifully presented and the colors balanced well with the spinach greens and tomato.  My suggestion is to get the filet medium rare or even rare anything more well done will tend to dry up the meat as I could feel the ends starting to dry.  As with any large cut of meat that is going to pan seared.For desert we went for the pistachio bombe glacee, it was very rich and and creamy with chocolate all over. Overall our experience was great. Our server had left my girlfriend with a gift from the restaurant that depicts more of the work Boucherie does.Will definitely be coming back.If I were to suggest anything the restaurant had to improve to take it to the next level.  Our primary server was fantastic, it did seem like there were other people trying to take our orders as well which may make things unorganized.  At some of the other high luxury restaurants I've been to I've enjoyed the personal interaction with your server as your host. Perhaps having each server designated solely to certain tables and introducing them and of course with back up bus boys or a second tier of server for back up.",18.40666666666667,0.220235119047619
32,2018-10-20,2.0,"A beautiful restaurant with really bad service. First, the restaurant changed our reservation even though we booked on OpenTable. Then we had to wait 15 minutes for water. And then another 15 for the check at the end. For an expensive restaurant, I expected more.",18.40666666666667,0.050000000000000024
33,2018-10-20,2.0,"Ordered the Frisee salad, two cheeses and my husband and I both ordered the steak au poivre.  Which was fine what we expected.  We specifically ordered the salad and cheese and said we'd wait a bit to order our entree bc we wanted to space it out.  Well we were still chewing the last bites of the apps and still had a bite of one left and just took the plates in a hurried frenzy and slammed our entrees down.  The waiter even tried to slide a knife under my husbands phone.  The food was classic French brasserie food which was what you'd expect they just need to be in less of a hurry to push tables which is reason for 2 star rating.",18.40666666666667,0.020138888888888883
34,2018-10-18,5.0,"I cannot recommend this place enough! I had a wonderful Sunday night dinner with my boyfriend and every detail of our night was perfect -- the ambiance, the service, the food. Every single dish was a standout.My boyfriend had the Spearmint cocktail and I had a glass of Sancerre to start. Both were great and went well with the appetizers: Raviolis aux Champignons. So good! The pasta tasted so fresh, the mushrooms were flavorful and juicy, and the truffle sauce with the ricotta stuffing was so creamy and paired so well together. Mousse de foie gras: I love foie gras and I understand people who don't like the taste but if you're going to try a foie gras try this one. It's creamy and smooth, perfect with the sweet caramelized red onions and the vinegary/lemony petit salad. The fresh grilled bread drizzled with olive oil was the perfect complement, giving the smooth foie gras the perfect crunchy base.For our main, we shared the Aloyau de boeuf pour deux. A 36oz dry-aged porterhouse that came with a mild and buttery bearnaise sauce. The steak was amazing, tender and medium rare on the inside and it looks like it was finished in the oven for a nice char on the outside. We prefer a bordelaise sauce and our server kindly gave it to us. We also ordered their fries on the side -- hands down best fries!!! The crunchiness and saltiness is awesome with the steak. Don't miss the fries. I repeat: DO NOT MISS THE FRIES. Along with the steak, I had a glass of Syrah, as recommended by our waiter. Outstanding. Bold and smooth, but not difficult to finish as it often happens when a glass of wine is too heavy and I am too full. Get this!Saving the best for last, the profiteroles. They changed my life. I can't tell you the amount of joy this dessert brings me. No dessert has made such an impression on me. The chocolate sauce is divine, the vanilla ice cream refreshing and sandwiched between warm and crunchy pastry puff. I would have licked the plate if it were socially acceptable to do so. If you don't get this dish when you're here, why are you here??10/10 would recommend :)",18.40666666666667,0.4591170634920636
35,2018-10-17,5.0,"I found those great establishment on Yelp and decided to have a siblings dinner in honor of one of my youngest brother birthday. We made reservations through Open Table and have to say, I could not have chosen a better place. I arrived at the restaurant about 10 minutes earlier than the rest of the party and the hostess was kind enough to have me seated while the rest showed up. The service was great, staff was very attentive. The drinks and steak dishes are made to perfection, down to the desserts. We were all happy with our selections and the treatment received. Thanks guys for the great experience.",18.40666666666667,0.4053703703703704
36,2018-10-16,5.0,"boucherie is such a quintessential west village spot!the ambiance, staff, and mood is perfect for a date night or intimate group din. the open layout and high ceilings make for a nice and cozy feel.we ordered the mussels in white wine sauce and french onion soup to start and loved both. the mussels are a good portion size to share but if you're hungry work for one :)for entrees, we had the lamb chops which were super yummy, as well as the faux-filet bercy, 16 oz of deliciousness. definitely between the main course and apps we were super full but got a ""light"" option of sorbets for dinner - the lemon and raspberry were really good.if you're looking for a date night in the area with great service (aaron was our waiter, very friendly) and good food i'd def recommend. not a fast casual or cheap eats kind of place but definitely worth trying at least once!",18.40666666666667,0.2769940476190476
37,2018-10-15,5.0,"The decor is great! I love the trees in the house, and the steak is a must order! I and husband go to this place regularly, it's our favorite restaurant in town!",18.40666666666667,0.5625
38,2018-10-15,4.0,"Great meal on a Sunday afternoon.  Service was good and we sat next to the windows and enjoyed Greenwich Village.The steak frites was great, so was the  fish and pasta. Keep this on your list of Manhattan go to spots!",18.40666666666667,0.6
39,2018-10-14,5.0,Had a great time here for dinner! They have an excellent choice of wine and liquor. Very attentive staff and management. Will recommend to friends.,18.40666666666667,0.84
40,2018-10-13,5.0,"Boucherie is a beautiful classic french bistro with high ceilings, circular hanging lights, small round tables and large bar with a huge framed mirror adding to the decor. The restaurant feels as if you could be in Paris based on the interior yet while bistros in Paris are small, Boucherie is everything but that.I went for lunch with a group of 4 during the weekend and we all agreed the meal was delicious. A little on the higher side but worth the price tag.2 of us shared the Mousse De Foie Gras $22, I had the Steak Tartare $29 and to end the meal on a high note, we shared the Tarte Tatin $11.I've heard from friends the steak is worthwhile so I will definitely be returning in the future.",18.40666666666667,0.18314425770308124
41,2018-10-12,3.0,It's a nice place as it looks like you're outdoors but they do have outdoor seating! They constantly serve you water so you can stay hydrated :)  and you are given bread with buttah. Oh and they change your utensils for your next meal. Impeccable attention to detail here.  I came here because I am on a steak voyage right now. Their prices for steak is OK and so is their steak. If I can recall it was about $50 and up.,18.40666666666667,0.3979591836734694
42,2018-10-11,5.0,This is amazing place. I had diner with my girlfriend and it was great. We chose stake and file with super tasty appetizer pate foie gras. Great atmosphere tasty food. We celebrate her birthday and she was so suprised with birthday candle. Very nice experience. I would recommend this place to everyone.,18.40666666666667,0.6626666666666667
43,2018-10-11,5.0,"Perfect dining experience from the initial interactions with the hostess to the server (Aaron) and the sommelier. The sommelier made an excellent recommendation to complement our meal based on my known sulfite intolerances.  Entire staff, in addition to the food and ambiance made for a wonderful night in NYC.  Reservations are highly recommended.",18.40666666666667,0.5266666666666667
44,2018-10-10,5.0,Great ambience. Food there is not as great as expected though. Very group friendly. I love the duck confit.,18.40666666666667,0.4291666666666667
45,2018-10-09,5.0,My boyfriend and I had a couple glasses of wine at the bar. Chatted up Nenad who is awesome! Great ambiance and happy hour menu. Definitely coming back!,18.40666666666667,0.52
46,2018-10-09,5.0,This was a great find on short notice while walking through the village.  We were greeted warmly and sat on the sidewalk for optimal people watching. The interior of the restaurant is gorgeous and the location is perfect. The lamb chops were divine and we split them which is fine as they are big juicy rack of lamb. Perfect medium rare and sensational seasoning. The dessert was also amazing.,18.40666666666667,0.5530303030303029
47,2018-10-04,2.0,Food is alright. But the worse service I've ever had in nyc. It was so bad that was hilarious. We didn't leave any (first time in my life) tip.,18.40666666666667,-0.08749999999999997
48,2018-09-27,5.0,"Had a fantastic meal at Boucherie with a small group recently and could not be more impressed.  From the moment we stepped into the door until we rose from our seats at the end of the night, the service and attention to detail were impeccable through and through.We started off our evening with some of the cocktails they had on offer.  The boys opted for some variation of the Old Fashioned, and I, a summery watermelon based cocktail with absinthe.  I can't say much for the former, but my drink was refreshing yet assertive, a great precursor to the feast to come.  We sipped the cocktails slowly before moving onto wine later in the evening. For my appetizer I had the seared scallops over a tomato compote which was light and delicious.  The acidity of the tomatoes was a nice complement to the savory, umami flavor of the scallops. The portion was also large enough to be a main and I could have easily walked away from the meal and been completely satisfied.  Unfortunately I don't have that much self restraint so obviously I stayed for the next course, and the one after that...I ordered the seafood bouillabaisse (a Provençal fish stew) for my entree which was abundant with jumbo scallops, fish, clams, and shrimp. It was quite hearty and could be shared for those with smaller appetites.  The crusty bread and garlic aioli on the side were nice traditional touches.Dessert course was phenomenal.  Order the pistachio bombe and profiteroles...and I'll just leave it at that.Highly recommend for a great French meal with pleasant atmosphere and exceedingly good service.",18.40666666666667,0.3213605442176871
49,2018-09-27,5.0,"Great bartender. He will make you the drink you want, whatever it is based on your palette. Classic French cuisine including Brie, French onion soup and chocolate mousse. It is a little taste of Paris in NYC.Love the bar and the outdoor French seating area.",18.40666666666667,0.12986111111111112
50,2018-09-26,5.0,"This is a phenomenal choice for a lunch or brunch. The staff is accommodating and friendly, and the wine list and menu are remarkable. I highly recommend the beef tartar.",18.40666666666667,0.44625
